,AdjD,AdjDRk,AdjEM,AdjO,AdjORk,AdjT,AdjTRk,Conf,Luck,LuckRk,NCSOS,NCSOSRk,OppD,OppDRk,OppO,OppORk,Rk,SOS,SOSRk,Sd,Team,W-L
186,101.8,158,-2.21,99.6,208,70.4,46,BSky,+.013,131,-0.43,162,102.6,164,100.6,217,186,-2.05,198,,Idaho St.,13-14
187,110.0,293,-2.27,107.7,75,65.6,228,MWC,-.023,225,-4.24,259,101.0,104,104.6,87,187,+3.68,97,,New Mexico,9-18
188,104.1,197,-2.35,101.8,171,67.6,135,WAC,+.035,80,+12.10,8,100.2,91,103.3,138,188,+3.04,107,,Louisiana Tech,10-15
189,103.1,183,-2.53,100.6,198,67.8,126,BW,-.019,213,-0.95,177,102.9,177,100.6,218,189,-2.31,205,,Cal St. Northridge,13-15
190,102.1,165,-2.60,99.5,211,68.1,115,BSky,+.005,148,-5.22,278,104.4,243,100.7,212,190,-3.70,231,,Northern Arizona,13-13
191,106.2,240,-2.72,103.5,143,68.4,102,ASun,+.065,38,-7.68,304,105.7,288,98.0,282,191,-7.69,287,,Jacksonville St.,19-10
192,100.5,132,-2.73,97.8,246,62.2,304,Slnd,+.007,141,+11.01,14,103.7,209,98.0,279,192,-5.69,263,,UT Arlington,14-13
193,107.1,254,-2.75,104.3,127,66.1,204,BSky,-.020,217,+2.42,96,101.9,133,100.8,209,193,-1.12,176,,Montana,12-16
194,104.8,214,-2.78,102.0,169,64.6,269,MVC,-.010,190,+3.61,69,101.7,126,103.3,137,194,+1.60,128,,Northern Iowa,10-17
195,99.8,120,-3.25,96.5,259,64.9,258,A10,-.011,191,+0.55,142,100.9,103,104.6,88,195,+3.75,96,,Massachusetts,10-18
196,104.7,209,-3.28,101.4,182,67.4,148,Slnd,-.035,261,-1.10,181,104.0,221,96.4,310,196,-7.56,283,,Southwest Texas St.,15-12
197,102.9,175,-3.32,99.5,209,68.3,108,AE,-.099,312,-2.02,205,105.0,272,99.6,240,197,-5.43,258,,Maine,12-16
198,100.3,129,-3.57,96.7,258,66.1,203,AE,+.007,145,-2.15,207,104.5,251,99.3,251,198,-5.23,254,,Binghamton,14-13
199,101.9,160,-3.68,98.2,239,64.1,280,AE,+.024,108,-4.04,255,104.6,257,98.3,273,199,-6.37,271,,Hartford,15-13
200,108.0,270,-3.75,104.2,128,68.4,105,SC,+.016,122,+12.94,6,102.8,170,102.5,161,200,-0.27,156,,Wofford,10-15
201,107.1,255,-3.76,103.3,145,64.9,259,Horz,-.062,292,+0.96,131,102.5,159,104.2,107,201,+1.65,127,,Green Bay,9-19
202,103.0,182,-3.77,99.3,218,68.6,97,MAAC,-.116,321,-0.42,161,103.8,211,101.2,197,202,-2.58,210,,Canisius,10-18
203,107.8,267,-3.86,104.0,132,72.8,8,MAC,+.057,47,-7.61,302,103.1,189,102.1,171,203,-1.01,173,,Eastern Michigan,12-14
204,102.5,173,-4.09,98.4,233,69.8,59,WCC,-.021,219,-1.78,196,103.0,184,103.2,140,204,+0.23,149,,Loyola Marymount,11-19
205,105.1,222,-4.16,101.0,192,58.8,324,ASun,-.008,186,+6.06,36,104.5,252,102.1,170,205,-2.42,207,,Samford,12-15
206,103.5,190,-4.17,99.4,215,68.0,119,A10,-.015,203,-3.32,233,100.5,96,103.5,127,206,+2.99,110,,Duquesne,9-21
207,103.0,179,-4.25,98.7,229,68.2,113,WCC,+.011,137,+0.81,135,101.6,121,103.0,147,207,+1.38,130,,Portland,10-17
208,105.8,233,-4.29,101.5,177,68.7,89,P10,-.012,196,-4.27,260,100.2,90,106.4,38,208,+6.23,68,,Washington St.,7-20
209,103.2,185,-4.58,98.6,231,67.6,133,B10,-.004,171,-1.64,193,98.2,40,106.4,39,209,+8.26,37,,Penn St.,7-21
210,101.0,142,-4.61,96.4,261,62.3,301,BW,+.012,134,-2.74,221,103.2,195,100.3,225,210,-2.90,216,,Idaho,12-15
211,105.2,226,-4.78,100.4,203,67.9,122,Slnd,+.014,126,+15.53,2,102.6,161,97.8,284,211,-4.74,244,,McNeese St.,13-14
212,98.0,87,-4.84,93.2,289,63.2,292,CUSA,+.021,115,+2.44,95,99.6,78,104.6,86,212,+5.03,81,,Houston,8-20
213,106.7,247,-5.31,101.4,183,68.6,95,MAAC,+.052,51,-0.60,169,103.2,193,101.2,195,213,-2.01,195,,Marist,13-16
214,104.2,200,-5.33,98.9,225,70.1,53,AE,-.004,174,-1.47,189,104.3,237,99.4,246,214,-4.88,247,,Northeastern,14-15
215,104.9,217,-5.44,99.4,214,65.2,247,MVC,-.050,281,+3.46,73,102.2,147,104.5,92,215,+2.34,117,,Illinois St.,8-21
216,107.7,266,-5.65,102.1,167,66.0,207,Horz,+.016,123,-3.53,240,103.0,183,104.2,109,216,+1.17,136,,Wright St.,9-18
217,105.2,225,-5.66,99.5,210,66.2,196,CAA,-.003,170,-2.25,211,102.1,140,99.5,242,217,-2.59,211,,James Madison,12-17
218,104.0,194,-5.69,98.3,236,71.9,19,Ivy,-.006,179,-1.06,180,103.3,199,100.3,226,218,-3.05,219,,Harvard,12-15
219,105.9,237,-5.70,100.2,205,61.9,311,BSky,-.040,269,-1.24,184,102.2,148,100.1,230,219,-2.06,199,,Montana St.,9-16
220,96.8,66,-5.75,91.1,301,63.3,289,Pat,-.005,176,-3.51,239,104.7,258,99.3,248,220,-5.32,256,,Bucknell,14-15
221,104.9,220,-5.79,99.2,221,63.2,295,MAAC,-.013,200,-5.43,284,104.0,226,100.0,231,221,-4.05,238,,Rider,12-16
222,102.9,176,-5.81,97.1,255,67.4,149,BSth,+.055,48,-4.02,253,107.5,316,96.3,312,222,-11.23,313,,Winthrop,18-10
223,104.2,201,-5.94,98.3,237,65.2,246,Pat,+.030,91,-7.08,299,103.8,214,96.4,309,223,-7.43,281,,Lehigh,14-12
224,107.6,265,-6.14,101.5,178,66.7,180,ASun,-.033,258,-3.36,234,105.1,277,98.8,264,224,-6.33,270,,Georgia St.,13-15
225,107.9,269,-6.22,101.7,172,62.3,302,MVC,-.024,227,+2.36,101,101.5,117,103.1,142,225,+1.66,126,,Drake,8-20
226,103.2,184,-6.25,96.9,256,65.1,251,WCC,+.083,15,-5.27,279,103.2,192,102.4,164,226,-0.77,164,,Santa Clara,12-15
227,101.3,148,-6.29,95.0,272,61.6,313,SB,-.101,315,-2.96,225,102.1,145,103.0,145,227,+0.88,141,,FIU,7-21
228,107.1,253,-6.59,100.5,201,63.4,288,BSth,+.035,79,-8.06,307,106.8,304,94.7,321,228,-12.10,316,,Birmingham Southern,17-9
229,105.8,236,-6.72,99.1,222,71.0,33,NEC,+.044,66,-2.19,209,106.6,299,97.7,288,229,-8.87,297,,Quinnipiac,16-12
230,107.3,260,-6.88,100.5,202,69.5,66,OVC,+.042,71,+5.77,44,104.5,247,103.5,128,230,-0.98,172,,Tennessee Martin,10-14
231,109.2,291,-6.97,102.2,164,71.6,22,SC,+.081,20,-4.80,268,104.4,241,99.7,235,231,-4.67,243,,Georgia Southern,13-13
232,106.6,246,-7.31,99.3,217,70.2,50,SB,+.006,147,+9.82,19,100.1,88,105.3,68,232,+5.18,78,,North Texas,5-21
233,105.2,227,-7.37,97.9,244,62.9,296,SC,+.010,138,-0.24,159,104.5,250,101.3,190,233,-3.18,221,,Furman,11-17
234,108.9,284,-7.48,101.4,181,59.9,320,BW,-.008,184,-2.61,217,103.3,196,100.9,206,234,-2.38,206,,Cal St. Fullerton,10-19
235,105.2,223,-7.72,97.4,251,66.2,198,Pat,+.003,156,-6.33,291,105.0,273,97.9,283,235,-7.11,278,,Colgate,12-14
236,112.0,312,-7.83,104.2,130,67.6,139,SWAC,-.041,271,+2.99,86,105.5,282,95.0,318,236,-10.52,311,,Mississippi Valley St.,13-13
237,108.3,277,-8.03,100.3,204,71.2,30,MAAC,-.031,251,-3.65,243,103.9,220,100.4,223,237,-3.58,226,,Saint Peter's,10-19
238,109.2,290,-8.04,101.1,189,61.6,312,NEC,+.024,102,-4.92,270,107.0,308,97.3,292,238,-9.67,308,,Central Connecticut,15-13
239,108.6,280,-8.10,100.5,200,70.7,37,NEC,-.027,234,-2.68,220,106.2,291,97.5,291,239,-8.75,295,,St. Francis NY,14-16
240,105.8,235,-8.12,97.7,248,66.1,200,Horz,-.011,192,-0.56,166,102.7,169,104.9,77,240,+2.17,119,,Cleveland St.,8-22
241,102.9,177,-8.14,94.8,275,69.9,58,MEAC,+.037,74,-1.79,198,108.7,326,94.8,320,241,-13.88,323,,Hampton,19-11
242,100.1,127,-8.15,91.9,298,66.8,174,NEC,+.070,31,+1.35,123,107.3,312,99.4,247,242,-7.89,289,,Monmouth,15-13
243,101.3,147,-8.57,92.7,292,66.1,199,Slnd,-.005,175,-3.27,232,104.8,266,97.2,295,243,-7.64,286,,Lamar,12-14
244,105.0,221,-8.59,96.4,260,71.7,21,MEAC,+.115,6,-0.55,165,107.5,315,95.2,317,244,-12.27,318,16,South Carolina St.,20-11
245,111.7,306,-8.60,103.1,151,68.9,84,ind,+.031,90,+2.11,105,102.9,179,99.0,258,245,-3.93,236,,Centenary,10-14
246,103.0,181,-8.89,94.1,280,69.2,76,BSky,+.070,29,-2.19,210,103.2,194,101.8,181,246,-1.43,180,,Sacramento St.,11-17
247,110.3,294,-8.98,101.3,185,66.4,189,Pat,-.004,172,-2.66,219,103.1,191,98.0,280,247,-5.12,250,,Lafayette,11-16
248,106.8,249,-9.03,97.7,247,67.5,142,SC,-.118,323,+2.20,103,103.9,218,100.9,207,248,-3.04,218,,UNC Greensboro,6-22
249,106.5,244,-9.08,97.4,250,67.3,152,SWAC,+.127,4,+8.58,23,105.0,271,95.8,314,249,-9.21,301,,Prairie View A&M,17-12
250,103.3,186,-9.10,94.2,278,65.0,255,BSth,-.020,216,+1.11,128,106.8,303,97.2,293,250,-9.57,306,,Charleston Southern,12-14
251,111.3,304,-9.22,102.1,168,65.3,244,OVC,-.012,193,+1.51,119,104.8,264,103.0,144,251,-1.76,186,,Southeast Missouri St.,9-19
252,108.3,276,-9.28,99.0,223,72.8,9,ind,+.021,117,+0.16,153,103.7,210,98.9,262,252,-4.88,246,,Texas A&M Corpus Chris,11-15
253,102.4,170,-9.31,93.1,290,65.8,216,Horz,+.024,106,-5.06,273,103.5,206,104.4,102,253,+0.86,142,,Youngstown St.,7-20
254,104.0,196,-9.61,94.4,276,72.7,10,Slnd,+.013,132,+4.09,63,104.3,238,98.8,266,254,-5.57,259,,Louisiana Monroe,11-16
255,104.7,211,-9.69,95.0,273,68.3,107,CAA,-.031,249,-3.23,229,102.1,142,100.1,229,255,-1.97,191,,Hofstra,8-21
256,104.1,198,-9.84,94.3,277,69.3,70,NEC,+.049,62,-3.70,245,106.6,300,96.9,299,256,-9.67,307,,St. Francis PA,14-14
257,100.9,141,-9.95,90.9,303,64.2,275,SWAC,-.025,229,+1.53,118,106.5,298,96.2,313,257,-10.38,310,,Alabama St.,14-15
258,107.4,262,-10.22,97.2,253,69.7,64,A10,-.101,316,+1.79,113,99.6,80,104.3,103,258,+4.69,87,,Fordham,2-26
259,105.8,232,-10.33,95.4,271,66.8,175,MAC,-.127,326,-3.82,250,103.9,216,103.5,126,259,-0.38,157,,Buffalo,5-23
260,108.7,281,-10.45,98.3,238,68.4,104,SWAC,+.037,75,-8.09,308,107.4,314,94.4,322,260,-12.97,321,16,Texas Southern,18-13
261,108.8,283,-10.47,98.4,235,65.3,241,BSth,-.019,214,+0.46,144,106.0,290,96.7,303,261,-9.24,303,,Coastal Carolina,11-15
262,106.2,242,-10.54,95.7,266,65.9,210,Slnd,+.024,103,+13.01,5,102.8,174,98.1,277,262,-4.77,245,,Southeastern Louisiana,9-16
263,104.0,193,-10.57,93.4,286,66.3,194,ASun,+.031,89,-5.86,289,104.7,259,98.8,263,263,-5.85,264,,Jacksonville,12-16
264,108.7,282,-10.69,98.1,242,59.2,322,MEAC,+.068,33,+8.90,21,108.1,322,96.6,307,264,-11.54,314,,Delaware St.,15-12
265,111.9,311,-10.77,101.2,188,64.2,278,MCon,+.005,149,-0.77,172,104.9,268,101.1,199,265,-3.86,235,,Southern Utah,9-17
266,101.7,155,-10.79,90.9,304,62.1,305,MVC,-.028,238,+2.10,106,102.5,154,105.0,75,266,+2.49,115,,Indiana St.,7-24
267,104.9,216,-10.84,94.0,281,71.9,18,SWAC,-.034,260,+8.36,24,104.4,244,96.8,302,267,-7.69,288,,Jackson St.,10-18
268,109.8,292,-10.94,98.8,227,67.5,146,BW,+.023,109,+10.55,16,101.3,111,102.0,175,268,+0.75,143,,UC Riverside,5-18
269,110.4,297,-10.97,99.5,213,71.3,26,OVC,-.033,259,-4.87,269,105.6,285,102.0,177,269,-3.62,228,,Eastern Kentucky,7-17
270,109.1,288,-10.99,98.1,240,67.5,145,MEAC,+.081,18,-0.90,175,108.3,324,94.3,323,270,-13.95,324,,Florida A&M,17-12
271,106.6,245,-11.06,95.5,269,65.2,248,AE,+.044,67,-8.11,309,104.6,254,97.6,289,271,-6.94,275,,Stony Brook,11-15
272,106.9,252,-11.14,95.8,264,68.6,94,ind,+.057,46,+0.83,134,104.1,230,102.9,149,272,-1.20,177,,IPFW,9-20
273,111.9,310,-11.16,100.7,195,62.0,309,CAA,+.060,44,-13.67,326,103.1,186,97.2,294,273,-5.86,265,,William & Mary,12-16
274,113.1,316,-11.32,101.8,170,64.7,267,MCon,+.005,153,+0.59,140,103.8,212,100.9,205,274,-2.90,215,,UMKC,9-20
275,98.7,98,-11.46,87.2,319,65.5,238,BSky,-.047,277,+3.46,74,101.9,131,102.4,163,275,+0.50,145,,Portland St.,4-21
276,109.2,289,-11.57,97.6,249,69.8,61,MEAC,-.080,305,+2.38,99,107.6,317,95.4,315,276,-12.24,317,,Howard,13-17
277,102.3,169,-11.64,90.7,305,70.8,36,ASun,-.065,295,+4.36,59,104.4,242,102.4,166,277,-2.04,197,,Gardner Webb,4-24
278,104.3,202,-11.79,92.5,294,70.5,43,SWAC,+.026,95,+3.48,72,104.9,269,96.7,305,278,-8.22,292,,Alcorn St.,14-19
279,109.0,286,-11.82,97.2,254,68.0,120,NEC,+.065,36,-12.15,322,107.9,320,96.7,304,279,-11.17,312,,Fairleigh Dickinson,15-14
280,107.9,268,-11.83,96.1,262,65.2,245,WAC,+.013,130,-1.11,182,101.4,115,101.7,183,280,+0.23,148,,San Jose St.,5-21
281,110.7,300,-11.94,98.8,228,67.3,151,SC,-.022,221,+1.45,120,104.0,222,100.8,210,281,-3.18,220,,Western Carolina,6-18
282,105.8,234,-12.02,93.8,284,69.7,63,Slnd,+.032,86,+11.43,12,102.8,171,98.6,269,282,-4.17,239,,UTSA,9-17
283,113.5,319,-12.35,101.2,187,68.0,118,BSth,+.119,5,+11.61,11,104.7,263,98.3,272,283,-6.45,272,16,UNC Asheville,14-17
284,108.1,271,-12.45,95.6,267,60.5,316,Ivy,-.058,288,-6.57,296,104.3,236,99.0,255,284,-5.25,255,,Dartmouth,8-19
285,116.3,323,-12.74,103.6,138,65.0,254,NEC,-.044,273,-3.74,247,106.5,297,97.0,297,285,-9.44,304,,Robert Morris,9-17
286,110.7,298,-12.85,97.8,245,73.2,6,NEC,-.040,268,+0.61,139,105.6,284,98.5,271,286,-7.08,277,,LIU Brooklyn,9-19
287,107.4,261,-13.18,94.2,279,59.5,321,MEAC,+.002,161,+13.70,3,105.7,289,97.5,290,287,-8.16,291,,Coppin St.,11-17
288,105.4,228,-13.37,92.1,297,72.1,15,ASun,-.032,252,+1.75,116,104.0,225,101.3,188,288,-2.67,212,,Florida Atlantic,6-21
289,105.6,229,-14.10,91.5,299,65.6,231,SC,+.028,93,-3.06,227,104.0,223,100.4,222,289,-3.60,227,,VMI,8-19
290,104.7,208,-14.11,90.5,307,65.6,232,Pat,-.030,244,-4.02,254,104.1,233,99.1,254,290,-5.04,249,,Navy,7-19
291,104.0,195,-14.22,89.8,311,66.1,201,SC,-.079,303,-3.26,231,104.5,249,101.0,202,291,-3.52,225,,The Citadel,4-20
292,107.3,259,-14.35,93.0,291,63.2,294,BSth,+.061,41,+7.16,30,106.9,307,98.9,260,292,-8.04,290,,Elon,10-15
293,107.6,264,-15.11,92.5,293,64.9,261,Ivy,+.042,72,-4.00,252,103.4,204,99.7,238,293,-3.78,233,,Cornell,8-18
294,103.4,187,-15.22,88.1,316,65.7,218,MEAC,+.022,114,-5.64,287,109.3,327,94.0,324,294,-15.27,327,,Norfolk St.,14-15
295,112.3,313,-15.41,96.9,257,65.6,227,BW,-.021,218,+2.57,92,102.8,173,102.3,167,295,-0.49,159,,Long Beach St.,4-22
296,109.0,285,-15.62,93.4,287,66.3,195,WAC,-.032,254,-8.65,313,102.0,135,101.3,189,296,-0.68,163,,UTEP,5-24
297,104.6,206,-15.63,89.0,314,68.5,99,BSth,+.107,8,-7.94,305,108.1,323,96.4,311,297,-11.73,315,,Liberty,14-15
298,111.8,308,-16.05,95.7,265,71.9,17,SWAC,+.040,73,+10.37,18,104.6,255,97.0,298,298,-7.58,285,,Grambling St.,10-18
299,106.7,248,-16.16,90.5,306,64.2,276,NEC,+.103,10,-1.93,203,107.2,311,98.2,274,299,-8.97,298,,Mount St. Mary's,11-16
300,115.1,321,-16.28,98.8,226,69.9,57,ind,-.116,322,-5.21,276,107.3,313,98.1,275,300,-9.16,300,,Lipscomb,6-19
301,111.8,307,-16.30,95.5,270,71.9,16,ASun,-.013,197,-5.43,285,105.1,276,99.7,236,301,-5.36,257,,Stetson,6-20
302,105.9,239,-16.39,89.5,312,64.8,265,ind,-.029,240,-0.72,171,105.1,274,99.0,256,302,-6.04,267,,Texas Pan American,6-20
303,110.7,299,-16.77,93.9,283,69.9,55,NEC,-.003,168,-1.83,199,105.7,287,98.1,276,303,-7.57,284,,Sacred Heart,7-21
304,106.8,250,-16.78,90.0,309,64.9,260,NEC,-.057,286,-1.84,200,106.8,305,98.0,278,304,-8.78,296,,UMBC,7-20
305,102.1,166,-16.93,85.2,322,70.6,42,Slnd,+.001,164,+0.44,145,105.0,270,98.9,259,305,-6.04,266,,Northwestern St.,6-21
306,110.7,301,-17.26,93.5,285,67.0,167,MCon,+.050,56,+2.05,109,104.7,261,102.6,157,306,-2.08,200,,Western Illinois,5-21
307,113.4,318,-17.75,95.6,268,68.2,111,BSth,-.030,245,-4.59,265,106.4,296,96.9,300,307,-9.47,305,,High Point,7-20
308,111.4,305,-18.22,93.2,288,65.7,220,MCon,-.037,265,+0.27,149,104.2,235,102.0,176,308,-2.20,202,,Chicago St.,3-27
309,108.2,275,-18.25,90.0,310,72.3,13,SWAC,-.087,308,-8.38,312,106.3,293,92.9,327,309,-13.35,322,,Alabama A&M,7-18
310,112.5,314,-18.50,94.0,282,70.4,45,AE,-.037,263,-4.24,258,103.8,213,98.7,268,310,-5.14,252,,New Hampshire,5-23
311,113.3,317,-18.51,94.8,274,65.9,209,AE,+.050,59,-7.64,303,104.7,260,98.6,270,311,-6.11,268,,Albany,7-21
312,109.0,287,-18.97,90.1,308,69.0,81,SWAC,-.108,319,-16.21,327,107.8,318,93.8,326,312,-14.06,325,,Southern,7-19
313,108.2,274,-19.59,88.6,315,68.5,98,BSth,+.067,34,-1.71,195,106.3,295,97.8,285,313,-8.55,294,,Radford,10-20
314,111.8,309,-22.40,89.4,313,67.1,163,MEAC,-.018,211,-0.97,178,107.9,319,94.9,319,314,-12.93,320,,Bethune Cookman,8-22
315,110.4,295,-22.70,87.7,317,63.9,283,MAAC,+.001,163,-13.59,325,104.8,267,99.9,233,315,-4.92,248,,Loyola MD,4-24
316,105.7,230,-22.93,82.7,325,60.0,318,Ivy,-.032,256,-5.28,281,103.5,205,99.5,244,316,-4.01,237,,Columbia,2-25
317,108.4,278,-23.81,84.6,323,66.4,190,CAA,-.015,206,-10.40,316,103.0,185,99.6,241,317,-3.46,223,,Towson,4-24
318,116.7,324,-24.53,92.2,295,66.4,187,ASun,-.012,195,-9.87,315,106.7,302,99.5,243,318,-7.22,279,,Campbell,4-22
319,116.1,322,-24.66,91.4,300,64.0,282,MEAC,-.055,285,-5.18,275,108.0,321,95.2,316,319,-12.78,319,,Maryland Eastern Shore,5-23
320,117.4,325,-25.36,92.1,296,68.7,88,MEAC,-.018,212,-10.98,318,108.7,325,93.9,325,320,-14.73,326,,Morgan St.,7-22
321,113.0,315,-25.55,87.5,318,62.1,307,Slnd,-.082,307,+11.15,13,102.6,163,98.8,265,321,-3.85,234,,Nicholls St.,1-25
322,102.9,174,-25.62,77.2,327,67.7,128,SWAC,+.014,128,+16.45,1,103.9,215,99.4,245,322,-4.44,242,,Arkansas Pine Bluff,4-24
323,111.3,303,-25.67,85.6,321,62.2,303,Pat,+.026,97,-9.59,314,104.1,229,97.8,286,323,-6.28,269,,Army,3-22
324,105.2,224,-26.95,78.2,326,73.2,7,ind,-.003,167,-2.94,224,106.3,292,99.3,253,324,-7.01,276,,Savannah St.,3-23
325,114.4,320,-27.55,86.9,320,65.4,240,ind,+.003,158,-7.52,301,107.0,309,97.8,287,325,-9.23,302,,Morris Brown,4-20
326,118.8,326,-27.80,91.0,302,75.7,2,OVC,-.008,183,-3.95,251,105.3,281,102.4,165,326,-2.94,217,,Tennessee St.,1-24
327,119.4,327,-35.37,84.1,324,68.7,92,MEAC,-.013,198,+11.86,10,106.6,301,96.8,301,327,-9.84,309,,North Carolina A&T,1-25
